-0.095236,-0.031904,-0.0038055,0.025972,-0.063219,0.042557,0.0061631,0.013628,-0.14285,0.045989,0.0074239,-0.052013,-0.013865,-0.042143,-0.060437,0.039682,0.015942,0.075349,0.029029,0.017944,0.09946,0.03346,-0.030539,0.021359,-0.1055,-0.49315,-0.048711,0.079265,0.034557,0.0057561,-0.049446,-0.059462,0.077877,0.10984,-0.032252,-0.070025,-0.038522,-0.021979,-0.031558,-0.044456,0.010609,-0.16881,-0.030562,0.070977,0.038423,-0.082655,-0.041852,-0.071818,0.070964,-0.59504,0.032082,0.021879,-0.009652,0.018686,0.029818,0.0024934,0.061848,0.1342,-0.026277,0.11866,0.056824,0.049396,0.046733,0.10276,-0.026154,-0.014883,0.15436,-0.098782,-0.023325,0.0020303,-0.10492,0.062899,-0.046811,0.050543,0.11715,-0.039903,0.10001,-0.043235,0.05761,0.04438,-0.019051,0.047327,0.115,-0.033296,0.19473,0.0017154,0.11418,0.0063573,0.0933,-0.021625,-0.030327
-0.41025,0.018108,-0.044679,0.19662,-0.061969,0.048748,-0.025927,-0.096509,0.012545,-0.095179,0.010116,0.0023269,-0.035052,-0.029296,-0.0047469,0.095742,0.028377,0.084528,-0.10051,-0.10369,0.11827,-0.045882,-0.012661,0.17422,-0.14681,0.21836,0.07081,0.010038,-0.033197,-0.134,0.0056405,-0.0018406,0.079006,-0.042867,-0.15143,0.0037825,-0.032361,0.036506,0.030066,-0.010468,-0.035209,-0.071649,-0.14205,-0.04884,0.067244,-0.00085652,0.0056892,-0.054876,0.052778,0.024216,-0.043329,-0.022649,-0.022176,-0.10099,-0.020437,-0.0039965,-0.014332,-0.1475,0.056423,0.061701,-0.01849,0.092495,-0.0069612,0.2927,-0.009745,0.042083,0.19797,0.021039,-0.0119,0.0076245,-0.021597,-0.2244,-0.086062,0.17099,-0.058139,-0.063715,0.011012,0.031644,-0.036682,-0.052884,-0.063142,0.14523,-0.11026,0.12624,-0.2395,-0.036184,0.17196,-0.026001,0.2654,0.035186,0.13431
-0.015165,0.056296,0.0050086,-0.10368,-0.023062,-0.067038,0.051358,0.038464,0.29383,-0.17728,0.073758,0.25884,-0.015963,0.10752,0.00017842,-0.037996,0.048264,-0.11123,-0.094608,-0.10192,0.066912,0.023709,-0.051897,-0.017691,0.16354,-0.15385,0.071724,0.028834,-0.0044637,-0.13567,0.036815,0.014826,-0.080215,-0.1292,0.075022,0.14771,-0.057111,0.024476,-0.011382,-0.020182,-0.074444,0.24796,-0.18228,-0.093375,0.067147,0.037905,0.0066562,0.050125,-0.063601,-0.30965,-0.10858,-0.10456,0.019128,0.0066407,-0.020773,0.26238,0.068704,-0.14266,0.04252,-0.050213,0.080652,-0.0096546,-0.14415,0.11659,0.028506,-0.043413,0.0008326,-0.071435,0.15089,0.059637,0.066397,-0.16188,0.1445,-0.037589,0.030373,-0.10074,-0.044534,0.10701,0.065233,-0.10203,0.061595,-0.12172,-0.13353,0.15585,0.073094,0.0012651,-0.12842,-0.027135,-0.093925,0.01704,-0.031332
0.064338,0.06153,0.0054469,-0.01437,0.07742,0.049866,-0.003579,0.079079,0.0062329,-0.083311,0.092804,-0.039715,0.058366,-0.0035438,0.083793,0.043303,-0.025111,-0.091646,0.14688,-0.065972,0.040773,-0.065541,-0.089597,-0.018947,-0.20897,0.014559,-0.058908,0.04795,0.044818,-0.038982,-0.077967,0.03572,0.017317,0.23828,-0.021694,0.03069,0.066091,0.072572,0.088242,-0.018064,-0.28542,-0.038266,-0.1164,-0.085202,0.0044857,0.078406,-0.08322,0.066095,0.10048,0.15547,-0.079606,-0.013172,-0.017715,0.0665,0.023398,0.037515,0.054678,-0.048908,-0.40787,-0.049953,0.085914,0.15047,-0.077066,0.25982,0.0018064,-0.13358,-0.16861,-0.016587,0.149,0.071058,-0.00039586,0.24472,-0.015271,-0.06238,-0.075183,-0.12315,-0.13484,-0.0025454,-0.01675,-0.070354,-0.024884,0.26074,0.015149,0.0056847,0.18859,-0.052013,-0.0014513,0.0095782,0.064935,-0.00048837,-0.14719
0.0089052,0.02152,0.14938,-0.019351,0.10227,-0.067624,0.086016,-0.00037402,-0.057582,0.21058,0.058635,0.17067,0.062362,-0.063039,0.064997,-0.072612,0.011757,0.11347,-0.14886,-0.080664,-0.11998,-0.087203,0.026103,0.16269,-0.20587,0.0038044,0.0018228,-0.012813,0.11627,-0.060239,-0.01056,0.20346,0.038095,-0.13676,-0.020548,0.047444,0.047906,-0.0071406,0.0309,-0.042016,-0.030569,0.02072,0.25665,0.020678,0.083016,-0.11026,-0.003105,0.10223,0.0029515,0.0037684,0.020209,-0.032083,-0.1768,0.04936,-0.037389,-0.2968,-0.040813,0.074661,0.061574,0.203,-0.028454,-0.091699,0.11404,0.28823,-0.048028,0.058628,-0.072742,0.019009,0.10401,-0.019594,0.04878,-0.11075,-0.02373,-0.043599,-0.056934,0.0084369,0.015709,0.0015106,-0.10241,-0.056204,-0.055386,-0.14052,-0.093502,0.16199,0.29923,-0.020611,-0.17729,-0.11399,-0.056166,0.050218,-0.051726
0.2647,-0.084689,0.077358,-0.0090258,0.056959,0.012379,0.087991,-0.039539,0.15972,-0.00095554,0.11549,0.15168,-0.040424,-0.18991,-0.012554,0.049454,0.061376,0.10218,-0.068658,0.032756,0.018042,0.013902,0.034236,-0.026711,-0.037076,-0.17629,-0.022936,-0.099165,0.073423,-0.12095,-0.12845,0.075576,0.033324,-0.03764,-0.0079312,0.12104,0.063178,0.060494,-0.06711,0.1254,0.12931,-0.061758,-0.081158,0.038507,0.15249,0.18688,-0.086558,-0.14557,-0.1137,-0.020766,0.063094,0.0074524,0.0031046,-0.034519,-0.17598,-0.019601,-0.17335,0.010993,-0.23544,-0.033269,-0.20727,0.088315,0.031825,0.13497,0.049092,0.058446,0.023647,0.02611,-0.084838,-0.0031743,-0.16554,0.19927,0.052458,-0.059834,-0.028355,0.14439,0.082428,-0.21282,-0.043026,-0.053921,0.072957,-0.024175,-0.1606,0.058049,-0.31859,0.12228,0.013004,-0.027334,0.006799,0.0078912,0.091628
0.033662,0.11854,0.041737,-0.038582,0.13735,-0.028304,-0.097706,0.029915,-0.038037,-0.046763,0.086384,-0.17066,-0.0028625,0.13845,0.18362,0.054178,0.048779,0.026621,-0.1608,0.03537,0.10145,-0.04734,-0.059055,0.069103,-0.099871,-0.049929,-0.082211,-0.16131,0.22999,-0.095689,0.041842,0.33196,-0.019055,-0.19924,0.090984,0.010959,-0.097573,0.018126,0.13149,-0.023575,0.051197,-0.20372,-0.19368,-0.050031,0.097577,0.10354,-0.05339,0.075787,-0.080896,-0.046369,-0.026526,-0.048249,0.095648,0.067605,0.04553,0.0081544,0.076353,-0.072466,-0.056703,0.037299,-0.011531,-0.028763,0.023136,-0.17549,0.088137,0.1549,-0.18484,-0.087333,-0.051352,-0.14306,0.03083,-0.016616,0.028018,0.17758,0.025967,0.037716,-0.043458,0.15223,0.02144,-0.027948,-0.15865,-0.017589,-0.00022923,-0.25302,0.04282,-0.10197,0.10734,0.019451,-0.057936,-0.072991,0.19895
0.11695,0.048433,-0.17625,-0.095053,0.0041104,0.00022615,0.00054387,0.033435,0.044644,0.096445,-0.011462,-0.18523,-0.005694,0.037446,-0.056471,-0.10375,-0.042497,-0.099557,0.084829,-0.0060542,-0.071704,-0.15447,0.03,-0.040761,-0.3257,0.091611,0.00032659,0.066716,0.03898,-0.15888,0.074959,0.066336,0.018459,0.058984,0.11038,-0.068823,-0.11158,-0.091426,-0.10771,-0.023974,0.099434,-0.062043,0.021234,0.16665,-0.057441,-0.0090003,-0.065908,-0.020319,-0.085039,0.045793,-0.046768,-0.02402,0.034004,-0.0069554,0.013626,0.27534,0.14114,0.061861,-0.018777,0.055202,0.068436,-0.2098,0.093261,0.2465,-0.10114,0.16941,0.082754,0.14311,0.051663,0.026122,-0.16999,-0.091384,0.2013,-0.14267,0.15178,-0.02246,0.023724,0.086407,0.16407,-0.077555,-0.011314,-0.12567,0.076391,-0.081835,-0.20125,0.031769,-0.042059,0.0064763,0.056265,0.14049,-0.10024
-0.01612,0.1707,0.013258,0.072084,-0.015763,0.067805,0.10399,-0.069154,-0.11,-0.013415,0.037382,-0.051129,0.13231,-0.048201,0.12243,0.070688,-0.10664,0.07554,-0.066993,-0.059514,0.053968,-0.071416,-0.13975,-0.052232,-0.10191,0.071137,0.056031,0.022101,-0.019935,-0.12365,-0.030956,-0.098197,-0.21787,-2.75e-05,-0.074539,-0.1258,-0.019216,0.040032,0.014317,-0.017353,-0.096672,0.1474,0.07861,-0.0084924,-0.098964,-0.049498,0.12087,-0.0042719,0.12521,-0.13873,0.081941,0.049324,-0.13203,-0.046005,-0.029054,-0.0035774,-0.011893,-0.10981,-0.33167,0.041371,-0.010809,-0.13424,0.11454,-0.17515,0.11628,0.15522,0.22061,-0.066076,0.002818,0.041338,0.3475,0.19605,0.11022,-0.05225,0.030899,-0.076062,0.055413,0.049357,-0.029962,0.038257,0.089578,-0.26182,-0.12135,-0.081453,-0.12062,0.014539,-0.047716,-0.019984,0.048436,-0.040166,0.041403
0.10442,0.028819,-0.019582,0.086396,-0.01041,-0.13106,-0.041122,0.022563,0.056812,0.0078429,-0.064714,0.095902,-0.077625,-0.0061053,0.072017,-0.13875,-0.011058,0.1642,0.0032468,-0.14581,0.14171,0.038343,-0.016487,-0.10379,-0.047114,0.019627,0.22441,-0.049736,0.10553,-0.10862,-0.056053,0.22739,-0.0006582,0.33816,-0.042988,0.073401,-0.11345,0.018101,0.1004,0.0011315,-0.0096664,0.060346,0.16174,0.071123,-0.11839,-0.0030297,-0.0073862,0.060936,0.029513,-0.058065,-0.047444,-0.1078,-0.009542,-0.026132,0.0708,0.064552,-0.076173,-0.014522,0.14992,0.043088,-0.029131,-0.025299,-0.11557,-0.25762,-0.06736,0.068337,0.13652,-0.05965,0.015668,0.012821,-0.056402,0.044422,-0.066469,-0.17111,-0.10897,0.10328,-0.0016863,-0.10067,0.085789,-0.11052,-0.085141,0.20033,-0.087789,-0.026396,0.070044,-0.085158,-0.15374,0.215,0.22128,0.15061,0.17313
